Unnamed: 0,months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
0.0,0.0,0,0.0941176470588235,0,0,1,0,0,0.0,1,0.2129353233830845,0.5,1,0,0,1,0,0,0,0,0,0,0
0.00014200511218403862,0.0,1,0.2,0,1,0,0,1,0.0,1,0.6208955223880598,0.5,1,1,0,0,1,0,0,0,0,0,1
0.00028401022436807724,0.25,1,0.611764705882353,0,0,0,0,1,0.0,1,0.7681592039800995,0.25,1,0,0,0,1,0,0,0,0,1,0
0.0004260153365521159,0.25,0,0.1411764705882353,0,1,1,0,1,0.0,1,0.7985074626865671,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0005680204487361545,0.5,1,0.1647058823529411,0,0,0,0,1,0.0,1,0.5796019900497512,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0007100255609201931,0.25,1,0.2117647058823529,0,0,1,0,0,0.0,1,0.5950248756218905,0.0,1,0,0,0,1,0,0,0,1,0,0
0.0008520306731042318,0.0,0,0.3529411764705882,0,0,0,0,1,0.0,1,0.5194029850746269,0.25,1,0,1,0,1,0,0,0,0,0,1
0.0009940357852882703,1.0,0,0.2823529411764706,0,1,1,0,1,0.0,1,0.2691542288557213,0.0,1,0,0,1,0,0,0,1,0,0,0
0.001136040897472309,0.0,1,0.2235294117647058,0,0,0,0,1,0.0,1,0.5592039800995025,0.25,1,0,1,0,1,0,0,0,0,1,0
0.0012780460096563477,0.0,0,0.2117647058823529,1,0,0,0,0,0.0,0,0.5791044776119403,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0014200511218403862,0.0,0,0.3411764705882353,0,1,0,0,0,0.0,1,0.763681592039801,0.0,1,0,0,0,1,0,0,0,0,1,0
0.0015620562340244249,0.0,0,0.3411764705882353,0,1,0,0,1,0.0,1,0.5587064676616916,0.0,1,0,0,0,1,0,0,0,0,1,0
0.0017040613462084636,0.0,0,0.1411764705882353,0,1,0,0,1,0.0,0,0.218407960199005,0.25,1,0,0,1,0,0,0,0,0,0,1
0.001846066458392502,0.0,0,0.3294117647058823,0,0,1,0,1,0.0,1,0.2278606965174129,0.25,1,0,0,1,0,0,0,0,0,0,1
0.0019880715705765406,0.0,1,0.1294117647058823,0,1,1,0,0,0.0,1,0.882089552238806,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0021300766827605793,0.25,0,0.1058823529411764,0,0,0,1,1,0.0,1,0.7582089552238807,0.0,1,0,0,0,1,0,0,0,0,1,0
0.002272081794944618,0.0,0,0.0823529411764705,0,1,0,0,1,0.0,1,0.5597014925373134,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0024140869071286567,0.25,1,0.1764705882352941,0,0,0,0,1,0.0,1,0.5756218905472636,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0025560920193126954,0.0,1,0.0235294117647058,0,0,0,0,1,0.0,1,0.7681592039800995,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0026980971314967336,0.5,1,0.1176470588235294,0,0,0,0,1,0.0,1,0.5636815920398011,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0028401022436807723,0.25,0,0.1411764705882353,0,0,1,0,1,0.0,1,0.7452736318407961,0.25,1,0,0,0,0,0,0,0,1,0,0
0.002982107355864811,0.75,1,0.0588235294117647,1,1,0,1,1,0.5,0,0.6388059701492538,0.0,1,0,0,1,0,0,0,1,0,0,0
0.0031241124680488497,0.0,0,0.1176470588235294,0,0,0,0,1,0.0,1,0.5184079601990049,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0032661175802328885,0.25,0,0.0941176470588235,1,0,0,0,1,0.0,1,0.235323383084577,0.0,1,0,0,0,0,0,0,0,0,0,0
0.003408122692416927,0.25,0,0.1529411764705882,1,0,0,0,0,0.0,0,0.1243781094527363,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0035501278046009654,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0169154228855721,0.0,1,0,1,0,0,1,0,0,0,0,0
0.003692132916785004,0.75,1,0.3176470588235294,0,1,1,0,0,0.0,1,0.6686567164179105,0.0,1,0,0,0,1,0,0,1,0,0,0
0.003834138028969043,0.0,1,0.1647058823529411,0,1,0,0,1,0.0,1,0.6278606965174128,0.0,1,0,0,0,1,0,0,0,0,0,1
0.003976143141153081,0.0,0,0.2,0,0,1,0,0,0.0,1,0.5676616915422885,0.25,1,0,0,0,1,0,0,0,0,0,1
0.00411814825333712,0.0,0,0.3058823529411765,0,1,0,0,1,0.0,0,0.1014925373134328,0.25,1,0,0,1,0,0,0,0,0,0,1
0.0042601533655211585,0.25,1,0.1411764705882353,0,1,1,0,0,0.0,1,0.7547263681592039,0.0,1,0,0,0,1,0,0,0,0,0,0
0.004402158477705197,0.0,1,0.2588235294117647,0,0,0,0,1,0.0,1,0.5582089552238805,0.0,1,0,0,0,1,0,0,0,0,0,1
